Name,Code,Type,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
RONCADOR (FAZ.RIO PARDO) PR1,01555006,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-15.2667,-55.1,1982/10/01,1990/12/31,9,0.2,7,22.2
USINA CASCA III PR2,01555007,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,FURNAS,-15.3656,-55.4369,1982/04/01,2016/12/31,35,1.7,31,11.4
FAZENDA ESTIVA PR3,01555008,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,ANA,-15.2328,-55.7411,1982/01/01,2019/09/30,38,4.0,32,15.8
SÃO VICENTE,01555009,2,66,SANTO ANTÔNIO DO LE,MATO GROSSO,INMET,-15.8167,-55.4167,1998/02/09,1998/12/08,1,83.5,0,100.0
UHE MANSO RIO QUILOMBO,01555010,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,CONS.MANSO,-15.2136,-55.6411,2001/03/30,2016/12/31,16,4.6,12,25.0
UHE MANSO RIO RONCADOR,01555011,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,CONS.MANSO,-15.0919,-55.4417,2001/03/10,2016/12/31,16,4.2,12,25.0
FAZENDA JB,01555012,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,CONS.MANSO,-15.0531,-55.0733,2002/01/01,2016/12/31,15,0.3,14,6.7
NOSSA SENHORA DA GUIA,01556000,2,66,CUIABÁ,MATO GROSSO,ANA,-15.355,-56.2317,1971/03/01,2019/09/30,49,0.4,41,16.3
N.S. LIVRAMENTO - BOSQUE F. BARROS,01556001,2,66,NOSSA SENHORA DO LI,MATO GROSSO,ANA,-15.7739,-56.3497,1971/02/25,2019/07/31,49,4.6,36,26.5
CUIABÁ,01556002,2,66,CUIABÁ,MATO GROSSO,INMET,-15.6217,-56.1083,1925/01/01,2019/06/30,95,8.5,72,24.2
COXIPO DA PONTE,01556003,2,66,CUIABÁ,MATO GROSSO,INMET,-15.6,-56.1,1922/07/24,1966/10/31,45,2.5,41,8.9
CUIABÁ,01556004,2,66,CUIABÁ,MATO GROSSO,DEPV,-15.6333,-56.1,1963/05/01,1985/12/31,23,6.4,17,26.1
ACORIZAL,01556005,2,66,ACORIZAL,MATO GROSSO,FURNAS,-15.2067,-56.3656,1968/12/08,2016/12/31,49,2.7,43,12.2
SECO (FAZENDA SECO),01556006,2,66,VÁRZEA GRANDE,MATO GROSSO,ANA,-15.6353,-56.6117,1969/12/02,2019/09/30,51,11.2,32,37.3
SANTA EDWIGES,01556007,2,66,VÁRZEA GRANDE,MATO GROSSO,ANA,-15.6986,-55.1356,1975/04/01,2019/08/31,45,20.0,26,42.2
PADRE RICARDO REMETTER,01556008,2,66,SANTO ANTÔNIO DO LE,MATO GROSSO,INMET,-15.7833,-56.0667,1987/01/01,1998/12/31,12,47.2,0,100.0
CUIABÁ - CAMPUS UNIVERSITÁRIO,01556009,2,66,CUIABÁ,MATO GROSSO,OUTRAS,-15.6067,-56.0603,1988/10/17,1994/10/31,7,0.0,5,28.6
ESTÂNCIA BELA VISTA,01556010,2,66,CUIABÁ,MATO GROSSO,CONS.MANSO,-15.2744,-56.1283,2003/01/01,2016/12/31,14,3.6,10,28.6
FAZENDA RANCHARIA,01556011,2,66,NOSSA SENHORA DO LI,MATO GROSSO,CONS.MANSO,-15.6692,-56.4825,2003/09/26,2016/12/31,14,0.0,13,7.1
COLÔNIA RETIRO,01556012,2,66,NOSSA SENHORA DO LI,MATO GROSSO,CONS.MANSO,-15.4164,-56.7533,2003/11/05,2016/09/30,14,2.8,9,35.7
MT-351 / SOBERBO,01556013,2,66,CHAPADA DOS GUIMARÃ,MATO GROSSO,FURNAS,-15.1933,-56.0003,2003/11/08,2013/05/03,11,3.5,7,36.4
PORTO ESTRELA,01557000,2,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.3258,-57.2311,1971/05/26,2010/04/18,40,1.3,30,25.0
BARRA DO BUGRES,01557001,2,66,BARRA DO BUGRES,MATO GROSSO,ANA,-15.0767,-57.1825,1968/11/05,2019/09/30,52,8.2,37,28.8
GOIABEIRA,01557002,2,66,CÁCERES,MATO GROSSO,DNOS,-15.7333,-57.5333,1968/10/24,1969/08/12,2,1.0,0,100.0
BARRANQUINHO,01557003,2,66,PORTO ESTRELA,MATO GROSSO,ANA,-15.6422,-57.475,1969/08/19,2019/09/30,51,27.6,21,58.8
SÃO JOSÉ DO SEPOTUBA,01557004,2,66,CÁCERES,MATO GROSSO,ANA,-15.1167,-57.65,1969/08/21,1989/10/31,21,35.8,10,52.4
SÃO JOSÉ DO SEPOTUBA,01557005,2,66,SALTO DO CÉU,MATO GROSSO,ANA,-15.0925,-57.6803,1976/01/01,2019/09/30,44,35.6,22,50.0
COLÔNIA RIO BRANCO,01558000,2,66,RIO BRANCO,MATO GROSSO,ANA,-15.2453,-58.1133,1971/05/11,2019/09/30,49,29.7,19,61.2
PONTE CABAÇAL MT-125,01558001,2,66,MIRASSOL D'OESTE,MATO GROSSO,ANA,-15.4692,-57.8942,1972/03/10,2019/09/30,48,24.0,28,41.7
SALTO DAS NUVENS,01558002,2,66,CÁCERES,MATO GROSSO,DNOS,-15.3167,-58.1167,1968/08/27,1970/12/31,3,14.2,1,66.7
PORTO ESPERIDIÃO,01558003,2,66,PORTO ESPERIDIÃO,MATO GROSSO,ANA,-15.85,-58.45,1965/11/29,1991/10/31,27,41.9,10,63.0
ALTO JAURÚ,01558004,2,66,INDIAVAÍ,MATO GROSSO,ANA,-15.44,-58.5878,1964/12/01,2019/09/30,56,12.7,38,32.1
PORTO ESPERIDIÃO,01558005,2,66,PORTO ESPERIDIÃO,MATO GROSSO,ANA,-15.8533,-58.4658,1965/11/29,2019/09/30,55,21.3,29,47.3
SALTO DO CÉU,01558006,2,66,SALTO DO CÉU,MATO GROSSO,ANA,-15.0,-58.0,1979/05/01,1983/04/05,5,0.0,3,40.0
UHE JAURU BARRAMENTO,01558013,2,66,JAURU,MATO GROSSO,CONS.JAURU,-15.2378,-58.7297,2014/08/01,2018/12/31,5,22.6,2,60.0
PONTES E LACERDA,01559000,2,15,PONTES E LACERDA,MATO GROSSO,ANA,-15.2242,-59.3503,1974/11/14,2019/09/30,46,1.8,40,13.0
MATO GROSSO (VILA BELA),01559001,2,15,VILA BELA DA SANTÍS,MATO GROSSO,INMET,-15.0,-59.95,1976/02/01,1981/12/31,6,90.2,0,100.0
INDIARAMA,01559003,2,15,VILA BELA DA SANTÍS,MATO GROSSO,DNIT,-15.6667,-59.3,1968/11/19,1969/05/16,2,0.0,0,100.0
MATO GROSSO,01559004,2,15,VILA BELA DA SANTÍS,MATO GROSSO,DNOS,-15.0,-59.9667,1976/01/01,1976/08/31,1,0.0,0,100.0
JUSANTE DO SALTO,01559005,2,66,CÁCERES,MATO GROSSO,DNIT,-15.7667,-59.1167,1965/12/10,1969/05/12,5,8.3,0,100.0
MATO GROSSO,01559006,2,15,VILA BELA DA SANTÍS,MATO GROSSO,ANA,-15.0081,-59.9492,1965/12/06,2019/09/30,55,11.7,33,40.0
FAZENDA AREIÃO,01560000,2,15,VILA BELA DA SANTÍS,MATO GROSSO,ANA,-15.4003,-60.0317,1986/01/01,2019/09/30,34,5.3,20,41.2
ASCENCION DE GUARAYOS 175,01563000,2,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-15.7,-63.1,1949/04/01,2019/11/30,71,5.6,59,16.9
SAPECHO,01567001,2,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-15.5333,-67.3833,1964/01/01,2001/11/30,38,12.3,20,47.4
SORATA,01568000,2,15,BOLÍVIA,BOLÍVIA,BOLÍVIA,-15.75,-68.6833,1973/02/01,2002/01/31,30,26.2,18,40.0
MUNDO NOVO,01639000,2,55,EUNÁPOLIS,BAHIA,ANA,-16.265,-39.5833,1962/08/15,2019/11/30,58,7.1,45,22.4
POSTO CENTRAL (CORONEL SOARES),01639001,2,55,SANTA CRUZ CABRÁLIA,BAHIA,SUDENE,-16.15,-39.3,1966/04/01,1975/12/31,10,0.9,8,20.0
PORTO SEGURO,01639003,2,55,PORTO SEGURO,BAHIA,SUDENE,-16.45,-39.0667,1966/01/01,1987/09/30,22,7.3,16,27.3
DUAS BARRAS,01639004,2,55,GUARATINGA,BAHIA,ANA,-16.3667,-39.8,1965/12/01,1986/08/23,22,9.0,12,45.5
SANTA CRUZ CABRÁLIA,01639005,2,55,SANTA CRUZ CABRÁLIA,BAHIA,INMET,-16.2667,-39.0333,1966/03/01,1978/11/30,13,9.1,7,46.2
ITAJIMIRIM,01639006,2,54,ITAGIMIRIM,BAHIA,SUDENE,-16.0667,-39.6,1966/03/01,1977/11/30,12,9.2,6,50.0
GUARATINGA,01639007,2,55,GUARATINGA,BAHIA,SUDENE,-16.5667,-39.55,1966/03/01,1987/01/31,22,2.0,17,22.7
GUARATINGA,01639008,2,55,GUARATINGA,BAHIA,ANA,-16.5833,-39.55,1963/01/07,1994/05/31,32,9.1,18,43.8
MONTE PASCOAL,01639009,2,55,ITABELA,BAHIA,SUDENE,-16.7186,-39.4381,1966/04/01,1990/05/31,25,23.1,10,60.0
GABIARRA,01639010,2,55,SANTA CRUZ CABRÁLIA,BAHIA,SUDENE,-16.2333,-39.7,1966/03/01,1978/02/28,13,8.3,8,38.5
VALE VERDE,01639012,2,55,PORTO SEGURO,BAHIA,ANA,-16.4,-39.3,1958/01/01,1964/08/31,7,0.0,6,14.3
EUNÁPOLIS,01639013,2,55,EUNÁPOLIS,BAHIA,ANA,-16.3667,-39.5667,1966/01/01,1980/03/10,15,27.5,6,60.0
SALTO DA DIVISA,01639015,2,54,SALTO DA DIVISA,MINAS GERAIS,ANA,-16.0,-39.9667,1938/01/01,1967/02/28,30,10.4,21,30.0
SALTO DA DIVISA,01639016,2,54,SALTO DA DIVISA,MINAS GERAIS,SUDENE,-16.0,-39.9667,2000/09/01,2001/02/28,2,0.0,0,100.0
EUNÁPOLIS,01639018,2,55,EUNÁPOLIS,BAHIA,CEPLAC,-16.3667,-39.5833,1967/01/01,1978/07/31,12,1.4,10,16.7
ESSUL,01639019,2,55,ITABELA,BAHIA,CEPLAC,-16.6606,-39.5067,1967/01/01,1978/07/31,12,0.0,10,16.7
EGREB,01639020,2,54,APORÁ,BAHIA,CEPLAC,-16.0878,-39.2156,1971/11/01,1978/06/30,8,0.0,6,25.0
ESPAB,01639021,2,55,PORTO SEGURO,BAHIA,CEPLAC,-16.3886,-39.1819,1972/01/01,1978/07/31,7,2.5,5,28.6
GUARATINGA,01639026,2,55,GUARATINGA,BAHIA,INMET,-16.5803,-39.7831,1977/01/02,1998/12/31,22,41.9,3,86.4
PONTE RIO DO PEIXE,01639027,2,55,EUNÁPOLIS,BAHIA,ANA,-16.0,-39.0,1988/01/19,1989/05/31,2,3.6,0,100.0
JACINTO,01640000,2,54,JACINTO,MINAS GERAIS,ANA,-16.1386,-40.2903,1948/01/01,2019/11/30,72,2.5,53,26.4
FAZENDA CAJUEIRO,01640001,2,54,ALMENARA,MINAS GERAIS,ANA,-16.1203,-40.7394,1975/09/13,2019/11/30,45,1.5,37,17.8
ALMENARA,01640002,2,54,ALMENARA,MINAS GERAIS,ANA,-16.1833,-40.7167,1948/01/01,1967/09/30,20,1.4,15,25.0
SANTO ANTÔNIO DO JACINTO,01640006,2,55,JACINTO,MINAS GERAIS,SUDENE,-16.5167,-40.1333,1966/04/01,1979/10/31,14,7.3,9,35.7
SANTA MARIA DO SALTO,01640007,2,54,SANTA MARIA DO SALT,MINAS GERAIS,SUDENE,-16.25,-40.1333,1966/04/01,2001/02/28,36,18.6,26,27.8
BATINGA,01640008,2,55,ITANHÉM,BAHIA,SUDENE,-16.9167,-40.5,1966/04/01,1978/11/30,13,6.6,9,30.8
RUBIM,01640009,2,54,RUBIM,MINAS GERAIS,ANA,-16.3789,-40.5408,1995/04/06,2019/11/30,25,0.1,20,20.0
FELISBURGO,01640010,2,54,FELISBURGO,MINAS GERAIS,ANA,-16.6342,-40.7606,1995/04/06,2019/11/30,25,1.1,19,24.0
JUCURUÇU,01640012,2,55,ITAMARAJU,BAHIA,ANA,-16.8386,-40.1564,1992/12/04,2019/11/30,28,0.9,23,17.9
ITINGA,01641000,2,54,ITINGA,MINAS GERAIS,ANA,-16.6,-41.7667,1948/01/01,1968/02/29,21,2.4,12,42.9
ITAOBIM,01641001,2,54,ITAOBIM,MINAS GERAIS,ANA,-16.5683,-41.5031,1948/01/01,2019/05/31,72,2.4,57,20.8
JEQUITINHONHA,01641002,2,54,JEQUITINHONHA,MINAS GERAIS,ANA,-16.4275,-41.0139,1941/03/01,2019/11/30,79,7.8,56,29.1
MEDINA,01641003,2,54,MEDINA,MINAS GERAIS,ANA,-16.2333,-41.5833,1950/05/01,1966/12/31,17,34.0,7,58.8
PEDRA AZUL,01641005,2,54,PEDRA AZUL,MINAS GERAIS,ANA,-16.0,-41.2833,1975/10/01,1976/12/12,2,0.0,0,100.0
SÃO JOÃO GRANDE,01641007,2,54,ITAOBIM,MINAS GERAIS,ANA,-16.6894,-41.4983,1974/02/16,2019/11/30,46,2.1,35,23.9
PEDRA AZUL (FORTALEZA),01641008,2,54,PEDRA AZUL,MINAS GERAIS,INMET,-16.0,-41.2833,1975/01/01,2018/12/31,44,3.3,30,31.8
ITINGA,01641010,2,54,ITINGA,MINAS GERAIS,ANA,-16.6181,-41.7675,1977/01/22,2019/11/30,43,1.5,38,11.6
MEDINA,01641011,2,54,MEDINA,MINAS GERAIS,ANA,-16.23,-41.4808,1975/09/12,2018/12/31,44,2.6,33,25.0
FAZENDA BOA SORTE JUSANTE,01641012,2,54,JOAÍMA,MINAS GERAIS,ANA,-16.5961,-41.0244,1992/12/04,2019/11/30,28,0.5,21,25.0
COMERCINHO,01641013,2,54,COMERCINHO,MINAS GERAIS,ANA,-16.2961,-41.7903,1995/04/08,2019/11/30,25,1.2,18,28.0
PONTO DOS VOLANTES,01641021,2,54,PONTO DOS VOLANTES,MINAS GERAIS,SUDENE,-16.75,-41.5,2000/09/01,2001/02/28,2,0.0,0,100.0
JOAIMA,01641022,2,54,JOAÍMA,MINAS GERAIS,SUDENE,-16.65,-41.0,2000/09/01,2001/02/28,2,0.0,0,100.0
CBL,01641023,2,54,ARAÇUAÍ,MINAS GERAIS,ANA,-17.0222,-42.0342,2005/07/01,2019/11/30,15,0.1,11,26.7
ÁGUA BOA,01641024,2,54,SANTA CRUZ DE SALIN,MINAS GERAIS,ANA,-16.1103,-41.9278,2005/07/02,2019/11/30,15,0.0,11,26.7
BARRAGEM DO CLÓVIS,01641025,2,54,ITINGA,MINAS GERAIS,ANA,-16.7089,-41.8017,2004/12/05,2019/11/30,16,1.1,13,18.8
ARAÇUAÍ,01642000,2,54,ARAÇUAÍ,MINAS GERAIS,INMET,-16.8667,-42.0667,1941/03/01,1998/12/31,58,24.4,21,63.8
ARAÇUAÍ,01642001,2,54,ARAÇUAÍ,MINAS GERAIS,ANA,-16.8508,-42.0789,1950/06/01,1978/02/10,29,0.6,26,10.3
CORONEL MURTA,01642002,2,54,CORONEL MURTA,MINAS GERAIS,ANA,-16.6131,-42.1869,1948/01/01,2019/11/30,72,2.0,66,8.3
CANCELA,01642003,2,54,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.3167,-42.7,1964/10/01,2000/10/31,37,5.8,27,27.0
GRÃO MOGOL,01642004,2,54,GRÃO MOGOL,MINAS GERAIS,INMET,-16.5667,-42.9,1919/10/01,1973/12/31,55,15.9,33,40.0
GRÃO MOGOL,01642005,2,54,GRÃO MOGOL,MINAS GERAIS,DNOCS,-16.5667,-42.9,1961/12/01,2001/01/31,41,7.7,30,26.8
JÚLIO DA BOCAINA,01642006,2,54,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.25,-42.8667,1964/10/01,2000/06/30,37,12.4,23,37.8
PORTO MANDACARU,01642007,2,54,GRÃO MOGOL,MINAS GERAIS,ANA,-16.6789,-42.4856,1945/10/05,2019/11/30,75,7.4,60,20.0
RUBELITA,01642008,2,54,RUBELITA,MINAS GERAIS,ANA,-16.4119,-42.2683,1946/12/15,2019/11/30,74,45.8,34,54.1
SALINAS,01642009,2,54,SALINAS,MINAS GERAIS,DNOCS,-16.1667,-42.2833,1961/08/01,2001/01/31,41,39.7,21,48.8
AÇUDE VACARIA,01642010,2,54,SALINAS,MINAS GERAIS,SUDENE,-16.2333,-42.5167,1963/01/01,1987/12/31,25,3.7,22,12.0
VIRGEM DA LAPA,01642011,2,54,VIRGEM DA LAPA,MINAS GERAIS,ANA,-16.8,-42.35,1951/07/01,1967/06/30,17,0.0,15,11.8
BERILO,01642012,2,54,BERILO,MINAS GERAIS,ANA,-16.95,-42.5,1948/01/01,1967/01/31,20,24.8,11,45.0
PEGA,01642013,2,54,VIRGEM DA LAPA,MINAS GERAIS,ANA,-16.86,-42.3475,1945/12/15,2019/11/30,75,24.7,48,36.0
FAZENDA JAMBEIRO - GRÃO MOGOL,01642014,2,54,GRÃO MOGOL,MINAS GERAIS,ANA,-16.5914,-42.9183,1972/12/28,2019/11/30,48,0.8,41,14.6
SALINAS,01642019,2,54,SALINAS,MINAS GERAIS,INMET,-16.2667,-42.05,1936/06/01,1969/12/31,34,19.5,25,26.5
CANCELA,01642023,2,54,GRÃO MOGOL,MINAS GERAIS,VALE,-16.3167,-42.7,1978/11/01,1978/12/31,1,0.0,0,100.0
CURRAL DAS VARAS,01642024,2,54,GRÃO MOGOL,MINAS GERAIS,VALE,-16.0,-42.0,1978/11/01,1978/12/31,1,0.0,0,100.0
SALINAS,01642025,2,54,SALINAS,MINAS GERAIS,ANA,-16.1667,-42.2667,1983/02/13,1994/05/31,12,6.4,6,50.0
PONTE VACARIA,01642026,2,54,SALINAS,MINAS GERAIS,ANA,-16.1931,-42.5942,1992/11/29,2019/08/31,28,0.0,24,14.3
BARRA DO SALINAS,01642027,2,54,CORONEL MURTA,MINAS GERAIS,ANA,-16.6178,-42.3089,1992/11/30,2019/11/30,28,1.0,23,17.9
ITIRA,01642028,2,54,ARAÇUAÍ,MINAS GERAIS,ANA,-16.7608,-42.0061,1992/08/14,2019/11/30,28,0.4,24,14.3
BERILO,01642035,2,54,BERILO,MINAS GERAIS,COPASA-MG,-16.9519,-42.4672,2000/09/01,2001/01/31,2,0.0,0,100.0
BARREIRO DA RAIZ,01643000,2,44,JANAÚBA,MINAS GERAIS,SUDENE,-16.0333,-43.2667,1964/10/01,1972/11/30,9,5.1,5,44.4
BARROCÃO,01643001,2,54,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.4,-43.25,1964/10/01,1999/03/31,36,12.6,24,33.3
BURARAMA,01643002,2,44,FRANCISCO SÁ,MINAS GERAIS,DNOCS,-16.3167,-43.7167,1952/02/01,1998/01/31,47,53.4,16,66.0
CANABRAVA,01643003,2,44,FRANCISCO SÁ,MINAS GERAIS,SUDENE,-16.3167,-43.4167,1964/10/01,2001/01/31,38,3.9,31,18.4
CATUNI,01643004,2,44,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.2333,-43.2833,1964/10/01,2000/12/31,37,13.6,27,27.0
FRANCISCO SÁ,01643005,2,44,FRANCISCO SÁ,MINAS GERAIS,DNOCS,-16.4833,-43.5,1951/04/01,2000/12/31,50,40.9,14,72.0
FAZENDA PENTAURA,01643006,2,42,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.9,-43.9,1965/10/01,2001/02/28,37,11.5,26,29.7
JURAMENTO,01643007,2,44,JURAMENTO,MINAS GERAIS,DNOCS,-16.8333,-43.6,1962/02/01,2001/01/31,40,11.6,31,22.5
MIRALTA,01643008,2,44,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.5833,-43.95,1964/10/01,1990/04/30,27,3.6,19,29.6
MONTES CLAROS,01643009,2,44,MONTES CLAROS,MINAS GERAIS,INMET,-16.7167,-43.8667,1961/01/01,1998/12/31,38,47.1,7,81.6
MONTES CLAROS,01643010,2,44,MONTES CLAROS,MINAS GERAIS,DNOCS,-16.7333,-43.8667,1950/09/01,1985/11/30,36,33.0,15,58.3
PENSÃO CAVEIRAS,01643012,2,54,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.25,-43.0833,1964/10/01,2001/01/31,38,22.7,18,52.6
PIRES DE ALBUQUERQUE,01643013,2,44,BOCAIÚVA,MINAS GERAIS,SUDENE,-16.9333,-43.7167,1964/10/01,1994/06/30,31,11.8,23,25.8
SÃO PEDRO DAS GARÇAS,01643014,2,44,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.15,-43.8833,1964/10/01,1985/04/30,22,29.2,10,54.5
SANTA ROSA DE LIMA,01643015,2,44,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.3,-43.95,1964/10/01,1999/12/31,36,14.4,27,25.0
TAMANDUÁ,01643016,2,44,FRANCISCO SÁ,MINAS GERAIS,SUDENE,-16.5833,-43.6833,1965/12/01,1968/07/31,4,0.0,2,50.0
SANTA MARTA,01643017,2,54,GRÃO MOGOL,MINAS GERAIS,SUDENE,-16.6167,-43.3,1964/10/01,2000/11/30,37,17.8,21,43.2
MONTES CLAROS,01643018,2,44,MONTES CLAROS,MINAS GERAIS,ANA,-16.7333,-43.8667,1941/01/01,1994/02/16,54,6.2,38,29.6
PONTE DE RODAGEM,01643019,2,44,MONTES CLAROS,MINAS GERAIS,ANA,-16.7667,-43.7,1969/05/19,1978/11/30,10,16.9,3,70.0
CAPITÃO ENÉAS,01643020,2,44,CAPITÃO ENÉAS,MINAS GERAIS,ANA,-16.3222,-43.715,1972/07/01,2016/05/31,45,29.9,22,51.1
CAPITÃO ENÉAS,01643022,2,44,CAPITÃO ENÉAS,MINAS GERAIS,CODEVASF,-16.6667,-43.7333,1973/11/01,1976/08/20,4,16.5,1,75.0
BARROCÃO,01643023,2,54,GRÃO MOGOL,MINAS GERAIS,ANA,-16.4,-43.2333,1942/01/12,1944/01/31,3,33.5,0,100.0
JURAMENTO,01643024,2,44,JURAMENTO,MINAS GERAIS,INMET,-16.7833,-43.7167,1991/01/01,1998/12/31,8,1.2,6,25.0
BOM JARDIM,01643026,2,44,SÃO JOÃO DA PONTE,MINAS GERAIS,ANA,-16.1086,-43.8561,1999/11/03,2019/11/30,21,0.0,19,9.5
PENSÃO CAVEIRAS,01643027,2,54,GRÃO MOGOL,MINAS GERAIS,ANA,-16.3108,-43.1056,2000/08/25,2019/11/30,20,0.1,14,30.0
RIACHO DOS MACHADOS,01643028,2,44,RIACHO DOS MACHADOS,MINAS GERAIS,ANA,-16.0044,-43.0467,2000/08/26,2019/11/30,20,0.0,16,20.0
CATUNI,01643036,2,44,FRANCISCO SÁ,MINAS GERAIS,ANA,-16.2372,-43.2639,2002/12/13,2019/11/30,18,0.0,13,27.8
NOVA ESPERANÇA,01643037,2,44,MONTES CLAROS,MINAS GERAIS,ANA,-16.5764,-43.9433,2002/12/18,2019/11/30,18,0.0,15,16.7
JURAMENTO,01643038,2,44,JURAMENTO,MINAS GERAIS,ANA,-16.8469,-43.5892,2002/12/14,2019/11/30,18,0.8,9,50.0
MONTES CLAROS,01643040,2,40,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.7167,-43.8667,1985/02/01,1985/02/28,1,0.0,0,100.0
BARRA DO RIO VERDE,01643042,2,44,CAPITÃO ENÉAS,MINAS GERAIS,ANA,-16.1569,-43.7844,2004/11/01,2019/01/31,16,15.3,7,56.2
ALVAÇÃO,01644000,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.4333,-44.2833,1964/10/01,2000/02/29,37,9.7,28,24.3
CORAÇÃO DE JESUS,01644001,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,ANA,-16.6667,-44.3667,1941/09/04,2000/10/31,60,38.0,28,53.3
BRASÍLIA DE MINAS,01644002,2,43,BRASÍLIA DE MINAS,MINAS GERAIS,DNOCS,-16.2,-44.4333,1961/12/01,1999/06/30,39,10.7,28,28.2
CAMPO AZUL,01644004,2,43,BRASÍLIA DE MINAS,MINAS GERAIS,SUDENE,-16.4833,-44.8,1964/10/01,1991/12/31,28,4.0,22,21.4
CAMPO SANTO DOS BURITIS,01644005,2,42,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.65,-44.0167,1964/11/01,1994/06/30,31,3.4,23,25.8
CANTAGALO,01644006,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.5333,-44.05,1964/11/01,2001/01/31,38,17.0,21,44.7
CORAÇÃO DE JESUS,01644007,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,DNOCS,-16.7,-44.3667,1960/01/01,1991/12/31,32,26.8,13,59.4
FERNÃO DIAS,01644009,2,42,BRASÍLIA DE MINAS,MINAS GERAIS,SUDENE,-16.3833,-44.45,1964/10/01,1993/02/28,30,7.6,23,23.3
FAZENDA BREJINHO,01644010,2,42,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.8667,-44.1,1964/11/01,1998/11/30,35,25.5,21,40.0
FAZENDA MACAUBAS,01644011,2,43,BRASÍLIA DE MINAS,MINAS GERAIS,SUDENE,-16.3,-44.6,1964/11/01,1971/10/31,8,11.7,1,87.5
IBIAÍ,01644012,2,42,IBIAÍ,MINAS GERAIS,SUDENE,-16.8667,-44.9167,1964/11/01,2001/02/28,38,7.1,31,18.4
ICARAÍ,01644013,2,43,SÃO FRANCISCO,MINAS GERAIS,SUDENE,-16.1167,-44.7,1964/10/01,1999/04/30,36,21.7,22,38.9
LAGOA DOS PATOS,01644014,2,42,LAGOA DOS PATOS,MINAS GERAIS,SUDENE,-16.9833,-44.6,1964/11/01,1999/11/30,36,14.7,24,33.3
LUZILÂNDIA,01644015,2,43,BRASÍLIA DE MINAS,MINAS GERAIS,SUDENE,-16.1,-44.5833,1964/10/01,2001/02/28,38,5.8,31,18.4
MIRABELA,01644016,2,44,MIRABELA,MINAS GERAIS,SUDENE,-16.25,-44.1833,1961/12/22,1981/01/31,21,3.5,12,42.9
PATIS,01644017,2,44,MIRABELA,MINAS GERAIS,SUDENE,-16.0667,-44.0833,1964/10/01,1986/02/28,23,32.7,10,56.5
SÃO BENTO,01644018,2,44,MIRABELA,MINAS GERAIS,SUDENE,-16.1333,-44.2167,1964/10/01,1999/08/31,36,10.5,27,25.0
SÃO GERALDO,01644019,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.6833,-44.55,1964/11/01,1997/05/31,34,8.2,24,29.4
SÃO JOÃO DA LAGOA,01644020,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.8667,-44.3667,1964/11/01,1985/12/31,22,2.8,17,22.7
SÃO JOÃO DA VEREDA,01644021,2,42,MONTES CLAROS,MINAS GERAIS,SUDENE,-16.7,-44.1167,1964/11/01,1977/01/31,14,4.8,8,42.9
SÃO JOÃO DO PACUÍ,01644022,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.5333,-44.5333,1964/11/01,1998/01/31,35,12.8,24,31.4
SÃO JOAQUIM,01644023,2,42,CORAÇÃO DE JESUS,MINAS GERAIS,SUDENE,-16.6167,-44.7,1964/11/01,1994/12/31,31,4.9,23,25.8
UBAÍ,01644024,2,43,UBAÍ,MINAS GERAIS,SUDENE,-16.2833,-44.8167,1964/10/01,1999/12/31,36,16.6,28,22.2
VISTA ALEGRE,01644025,2,42,CLARO DOS POÇÕES,MINAS GERAIS,SUDENE,-16.9667,-44.2667,1964/11/01,2001/01/31,38,6.5,31,18.4
IBIAÍ,01644026,2,42,IBIAÍ,MINAS GERAIS,ANA,-16.8667,-44.9167,1941/09/13,1945/06/30,5,12.7,2,60.0
