Name,Code,Type,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
SALINÓPOLIS,00047000,2,32,SALINÓPOLIS,PARÁ,INMET,-0.65,-47.55,1958/01/01,1964/12/31,7,25.0,0,100.0
SALINÓPOLIS,00047002,2,32,SALINÓPOLIS,PARÁ,ANA,-0.6231,-47.3536,1977/12/09,2019/08/31,43,3.5,35,18.6
CURUÇA,00047003,2,32,CURUÇA,PARÁ,ANA,-0.7375,-47.8536,1981/07/01,2019/07/31,39,2.4,29,25.6
PRIMAVERA,00047004,2,32,PRIMAVERA,PARÁ,ANA,-0.9294,-47.0994,1982/02/18,2019/08/31,38,0.0,35,7.9
MARUDA,00047005,2,32,MARAPANIM,PARÁ,ANA,-0.6336,-47.6583,1989/08/21,2019/07/31,31,5.0,20,35.5
SÃO JOÃO DE PIRABAS,00047006,2,32,SÃO JOÃO DE PIRABAS,PARÁ,ANA,-0.7747,-47.1775,1989/08/30,2019/08/31,31,0.4,25,19.4
MAGALHÃES BARATA,00047007,2,31,MAGALHÃES BARATA,PARÁ,ANA,-0.7944,-47.5997,1995/11/17,2019/08/31,25,1.4,20,20.0
SOURE (ILHA DE MARAJÓ),00048000,2,19,SOURE,PARÁ,INMET,-0.7278,-48.5158,1961/01/01,1998/12/31,38,3.2,26,31.6
CÂMARA,00048002,2,19,CACHOEIRA DO ARARI,PARÁ,IDESP,-0.9,-48.6333,1971/09/21,1982/12/31,12,0.0,9,25.0
FAZENDA TAPERA (MARAJÓ),00048003,2,19,SOURE,PARÁ,IDESP,-0.55,-48.7833,1971/01/01,1982/12/31,12,9.6,8,33.3
FAZENDA LIVRAMENTO,00048004,2,19,SOURE,PARÁ,IDESP,-0.3333,-48.5167,1974/05/01,1982/12/31,9,0.0,8,11.1
MANDUBE,00048005,2,19,CHAVES,PARÁ,IDESP,-0.2,-48.9167,1977/06/01,1982/05/31,6,11.9,0,100.0
VIGIA,00048006,2,31,VIGIA,PARÁ,ANA,-0.8681,-48.1103,1982/02/11,2019/07/31,38,0.4,32,15.8
ANAJÁS (ILHA DO MARAJÓ),00049000,2,19,ANAJÁS,PARÁ,IDESP,-0.9833,-49.95,1968/07/17,1981/07/31,14,23.6,4,71.4
SANTA CRUZ DO ARARI (I. MARAJÓ),00049001,2,19,SANTA CRUZ DO ARARI,PARÁ,IDESP,-0.6167,-49.1667,1968/05/30,2003/12/31,36,61.4,10,72.2
TUYUYU,00049002,2,19,CACHOEIRA DO ARARI,PARÁ,IDESP,-0.8167,-49.15,1972/04/21,1981/08/31,10,17.8,4,60.0
FAZENDA SÃO SEBASTIÃO,00049003,2,19,PONTA DE PEDRAS,PARÁ,IDESP,-0.8333,-49.7667,1973/02/13,1982/11/30,10,0.2,6,40.0
ARAPIXI,00049004,2,19,CHAVES,PARÁ,IDESP,-0.2167,-49.4667,1972/05/01,1982/12/31,11,10.1,8,27.3
FAZENDA CAJUEIRO (MARAJÓ),00049006,2,19,CHAVES,PARÁ,IDESP,-0.25,-49.2667,1974/01/24,1982/12/31,9,13.1,2,77.8
SANTA LUZIA,00049007,2,19,CHAVES,PARÁ,IDESP,-0.4,-49.9,1977/06/03,1981/12/31,5,0.8,2,60.0
FAZENDA GLÓRIA,00049008,2,19,SANTA CRUZ DO ARARI,PARÁ,IDESP,-0.5333,-49.4,1978/04/02,1982/02/28,5,4.3,2,60.0
ANAJÁS,00049009,2,19,ANAJÁS,PARÁ,ANA,-0.9853,-49.9394,1999/09/02,2019/09/30,21,2.1,15,28.6
CHAVES,00049010,2,19,CHAVES,PARÁ,ANA,-0.1656,-49.9786,1999/09/02,2019/09/30,21,0.9,16,23.8
SANTA CRUZ DO ARARI,00049011,2,19,SANTA CRUZ DO ARARI,PARÁ,ANA,-1.0158,-48.9597,1999/09/02,2019/09/30,21,0.7,15,28.6
CACHOEIRA DO ARARI,00049012,2,19,CACHOEIRA DO ARARI,PARÁ,ANA,-0.6653,-49.1711,2005/09/03,2019/09/30,15,8.9,10,33.3
CHAVES,00050000,2,19,CHAVES,PARÁ,IDESP,-0.15,-50.0,1972/03/24,1982/12/31,11,0.0,9,18.2
AFUÁ,00050001,2,19,AFUÁ,PARÁ,IDESP,-0.1,-50.3833,1972/03/27,1982/12/31,11,1.1,9,18.2
JUPATI,00050002,2,19,AFUÁ,PARÁ,IDESP,-0.8,-50.7,1979/07/16,1980/05/31,2,0.0,0,100.0
AFUÁ,00050003,2,19,AFUÁ,PARÁ,ANA,-0.1603,-50.3894,2004/10/09,2019/09/30,16,0.5,13,18.8
MACAPA,00051001,2,19,MACAPÁ,AMAPÁ,ICOMI,-0.05,-51.0667,1968/01/01,1980/12/31,13,1.0,11,15.4
NAVIO,00051002,2,19,MAZAGÃO,AMAPÁ,ANA,-0.3992,-51.4203,1980/08/27,2019/09/30,40,6.1,12,70.0
PANCADA,00051003,2,19,MAZAGÃO,AMAPÁ,ANA,-0.1833,-51.8,1982/07/21,1991/09/30,10,0.6,7,30.0
VILA DO MARACÁ,00051004,2,19,MAZAGÃO,AMAPÁ,ANA,-0.1806,-51.7358,1997/05/19,2019/04/30,23,4.6,12,47.8
BOM JARDIM,00051005,2,19,GURUPÁ,PARÁ,ANA,-0.7947,-51.6239,1997/07/01,2019/09/30,23,0.0,21,8.7
SÃO FRANCISCO,00052000,2,19,LARANJAL DO JARÍ,AMAPÁ,ANA,-0.5711,-52.575,1968/07/06,2016/02/29,49,4.4,31,36.7
CARECURU,00052001,2,19,MAZAGÃO,AMAPÁ,ANA,-0.1333,-52.9333,1977/12/22,1989/05/31,13,0.0,10,23.1
IRATAPURU,00052002,2,19,MAZAGÃO,AMAPÁ,ANA,-0.6,-52.6,1980/08/28,1984/02/29,5,0.0,3,40.0
SÃO PEDRO,00052003,2,19,MAZAGÃO,AMAPÁ,ANA,-0.4567,-52.0775,1997/05/20,2019/04/30,23,0.4,18,21.7
FAZENDA PAQUIRA,00053000,2,18,ALMEIRIM,PARÁ,ANA,-0.4167,-53.7,1972/12/20,1989/05/31,18,0.0,15,16.7
PORTO PUXURI,00053001,2,18,ALMEIRIM,PARÁ,ANA,-0.2139,-53.8469,2011/04/03,2019/08/31,9,4.1,4,55.6
LAJEIRO,00054000,2,18,MONTE ALEGRE,PARÁ,ANA,-0.9667,-54.4333,1980/06/21,1983/05/06,4,2.5,2,50.0
ALDEIA PURURÉ,00054002,2,18,ALMEIRIM,PARÁ,ANA,0.5861,-54.2086,2010/11/11,2012/09/30,3,24.6,1,66.7
ALDEIA WAI-WAI,00057000,2,16,ORIXIMINÁ,PARÁ,ANA,-0.6953,-57.9742,1987/01/01,2013/02/28,27,20.4,12,55.6
BASE ALALAÚ,00060000,2,14,RORAINÓPOLIS,RORAIMA,ANA,-0.8558,-60.5219,1977/05/31,2019/07/31,43,29.5,15,65.1
FAZENDA SÃO LUCAS,00060001,2,14,SÃO LUIZ,RORAIMA,ANA,-0.2275,-60.6908,1989/01/31,2019/04/30,31,4.8,20,35.5
SANTA MARIA DO BOIAÇU,00061000,2,14,RORAINÓPOLIS,RORAIMA,ANA,-0.5067,-61.7858,1972/06/10,2019/08/31,48,0.9,42,12.5
TERRA PRETA,00061001,2,14,CARACARAÍ,RORAIMA,ANA,-0.8731,-61.9317,1989/04/25,2019/08/31,31,0.4,24,22.6
BARCELOS,00062000,2,14,BARCELOS,AMAZONAS,INMET,-0.9711,-62.9286,1961/01/01,1998/08/31,38,36.8,21,44.7
JALAUACA,00062001,2,14,BARCELOS,AMAZONAS,ANA,-0.3011,-62.7622,1980/08/24,1997/02/28,18,0.6,15,16.7
BARCELOS,00062002,2,14,BARCELOS,AMAZONAS,ANA,-0.9658,-62.9311,2015/11/02,2019/08/31,5,0.1,2,60.0
CUMARU,00063000,2,14,BARCELOS,AMAZONAS,ANA,-0.5983,-63.3978,1977/12/21,2019/09/30,43,2.3,32,25.6
SAMAUMA,00063001,2,14,BARCELOS,AMAZONAS,ANA,-0.3672,-62.7753,1997/09/25,2016/04/30,20,0.9,16,20.0
SANTA MARIA DO URUBAXI,00064001,2,14,BARCELOS,AMAZONAS,ANA,-0.71,-64.7961,1999/10/02,2000/11/30,2,4.0,0,100.0
ACARIQUARA,00064002,2,14,SANTA IZABEL DO RIO,AMAZONAS,ANA,-0.5919,-64.8256,2005/10/07,2019/02/11,15,0.1,9,40.0
SANTA ISABEL DO RIO NEGRO,00065000,2,14,SANTA IZABEL DO RIO,AMAZONAS,INMET,-0.42,-65.98,1961/12/01,1980/06/30,20,26.5,10,50.0
TAPURUQUARA,00065001,2,14,SANTA IZABEL DO RIO,AMAZONAS,ANA,-0.4203,-65.0153,1982/08/05,2019/09/30,38,5.0,31,18.4
BACURI,00065002,2,14,SANTA IZABEL DO RIO,AMAZONAS,ANA,-0.5406,-65.2122,2005/09/30,2019/09/30,15,2.2,11,26.7
LIVRAMENTO,00066000,2,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.2889,-66.1533,1977/12/19,2019/09/30,43,1.4,31,27.9
BOM JESUS DO MARIE,00066001,2,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.65,-66.75,1982/06/01,1982/09/30,1,21.3,0,100.0
CURICURIARI,00066002,2,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.2017,-66.8033,2005/10/04,2019/09/30,15,0.1,11,26.7
SÃO GABRIEL DA CACHOEIRA,00067000,2,14,SÃO GABRIEL DA CACH,AMAZONAS,INMET,-0.1253,-67.0611,1961/01/01,2018/07/31,58,40.4,25,56.9
TUMBIRA,00067002,2,14,SÃO GABRIEL DA CACH,AMAZONAS,ANA,-0.3444,-67.5358,1999/12/26,2019/09/30,21,0.4,19,9.5
CURUPURU,00144000,2,32,CURURUPU,MARANHÃO,SUDENE,-1.83333,-44.8833,1965/11/01,1986/09/30,22,43.8,9,59.1
ILHA SÃO JOÃO DO FAROL,00144001,2,32,BACURI,MARANHÃO,INMET,-1.3,-44.8833,1982/08/01,1982/11/30,1,0.0,0,100.0
CURURUPU,00144002,2,32,CURURUPU,MARANHÃO,ANA,-1.8261,-44.8678,1986/10/29,2019/09/30,34,8.5,18,47.1
CÂNDIDO MENDES,00145000,2,32,CÂNDIDO MENDES,MARANHÃO,SUDENE,-1.4667,-45.7167,1965/11/01,1977/12/31,13,2.1,11,15.4
GODOFREDO VIANA,00145001,2,32,GODOFREDO VIANA,MARANHÃO,SUDENE,-1.4,-45.7833,1965/11/01,1982/04/30,18,0.5,15,16.7
LUÍS DOMINGUES,00145002,2,32,LUÍS DOMINGUES,MARANHÃO,SUDENE,-1.3,-45.8667,1965/11/01,1989/06/30,25,22.2,8,68.0
SERRANO,00145003,2,32,CURURUPU,MARANHÃO,SUDENE,-1.85,-45.0667,1965/11/01,1987/06/30,23,15.4,15,34.8
TURIAÇU,00145004,2,32,TURIAÇU,MARANHÃO,INMET,-1.6678,-45.3683,1949/01/01,1998/12/31,50,26.3,35,30.0
TURIAÇU,00145005,2,32,TURIAÇU,MARANHÃO,SUDENE,-1.66667,-45.3667,1965/11/01,1985/12/31,21,1.7,19,9.5
CÂNDIDO MENDES,00145006,2,32,CÂNDIDO MENDES,MARANHÃO,ANA,-1.4558,-45.7281,1986/06/17,2019/09/30,34,0.0,32,5.9
TRACUATEUA,00146000,2,32,BRAGANÇA,PARÁ,INMET,-1.0636,-46.8653,1973/10/01,1998/12/16,26,4.3,17,34.6
BRAGANÇA,00146001,2,32,BRAGANÇA,PARÁ,ANA,-1.05,-46.7833,1966/01/01,1983/02/12,18,18.0,12,33.3
NOVA MOCAJUBA,00146002,2,32,BRAGANÇA,PARÁ,ANA,-1.25,-46.8667,1965/07/20,1972/01/31,8,0.1,6,25.0
SÃO JOÃO DO MURUJA,00146003,2,32,CARUTAPERA,MARANHÃO,SUDENE,-1.6,-46.2,1965/11/01,1974/10/31,10,12.1,6,40.0
CARUTAPERA,00146004,2,32,CARUTAPERA,MARANHÃO,SUDENE,-1.2167,-46.0167,1965/11/01,1987/05/31,23,7.3,16,30.4
TARARUA - PONTE,00146005,2,32,VISEU,PARÁ,ANA,-1.7331,-46.5989,1972/06/30,2019/09/30,48,3.4,33,31.2
CAMIRANGA,00146006,2,32,VISEU,PARÁ,ANA,-1.8,-46.2667,1972/06/08,1975/12/31,4,0.0,3,25.0
ALTO BONITO,00146008,2,32,VISEU,PARÁ,ANA,-1.8175,-46.3439,1976/01/23,2019/09/30,44,2.3,38,13.6
VISEU,00146009,2,32,VISEU,PARÁ,ANA,-1.2314,-46.1878,1980/08/29,2019/07/31,40,0.6,35,12.5
EMBORAI,00146010,2,32,AUGUSTO CORRÊA,PARÁ,ANA,-1.2917,-46.5836,1984/05/24,2019/07/31,36,0.5,25,30.6
SANTA LUZIA DO PARÁ,00146011,2,32,SANTA LUZIA DO PARÁ,PARÁ,ANA,-1.5161,-46.9061,1994/08/19,2019/09/30,26,3.7,17,34.6
JAPIIM,00146012,2,32,VISEU,PARÁ,ANA,-1.7989,-46.6967,2004/09/23,2019/09/30,16,2.8,12,25.0
NOVA MOCAJUBA,00146013,2,32,BRAGANÇA,PARÁ,ANA,-1.2728,-46.8894,2009/05/01,2019/07/31,11,0.0,9,18.2
OUREM,00147000,2,32,OURÉM,PARÁ,ANA,-1.55,-47.1167,1965/06/16,2003/06/30,39,82.0,6,84.6
MACAPAZINHO,00147001,2,32,CASTANHAL,PARÁ,ANA,-1.36667,-47.8833,1965/06/17,2006/10/31,42,83.9,5,88.1
CAPANEMA,00147002,2,32,CAPANEMA,PARÁ,ANA,-1.2036,-47.1781,1966/03/18,2019/08/31,54,0.5,46,14.8
PEIXE BOI,00147003,2,32,PEIXE-BOI,PARÁ,ANA,-1.2167,-47.3333,1965/10/01,1972/01/26,8,9.2,3,62.5
BOA VISTA,00147004,2,32,CASTANHAL,PARÁ,ANA,-1.35,-47.9667,1968/07/01,1972/01/26,5,0.0,3,40.0
BOM JARDIM,00147006,2,31,OURÉM,PARÁ,ANA,-1.5667,-47.1,1972/06/25,1989/02/28,18,0.0,16,11.1
CASTANHAL,00147007,2,32,CASTANHAL,PARÁ,ANA,-1.2975,-47.9394,1972/07/01,2019/07/31,48,3.3,36,25.0
SÃO DOMINGOS DO CAPIM,00147008,2,31,SÃO DOMINGOS DO CAP,PARÁ,ANA,-1.6775,-47.77,1975/10/04,2019/06/30,45,5.4,29,35.6
IGARAPÉ-AÇU,00147010,2,32,IGARAPÉ-AÇU,PARÁ,ANA,-1.1325,-47.6283,1980/08/31,2019/08/31,40,1.6,34,15.0
COLÔNIA SANTO ANTÔNIO,00147011,2,31,IRITUIA,PARÁ,ANA,-1.655,-47.4914,1982/06/11,2019/05/31,38,0.5,35,7.9
CASTANHAL,00147012,2,32,CASTANHAL,PARÁ,EMBRAPA/IPAGRO,-1.2833,-47.9167,1974/01/01,1979/12/31,6,0.0,5,16.7
CAPITÃO POÇO,00147013,2,31,CAPITÃO POÇO,PARÁ,EMBRAPA/IPAGRO,-1.7667,-47.0667,1980/01/01,1981/12/31,2,0.0,2,0.0
ESCOLA AGROTÉCNICA,00147014,2,32,CASTANHAL,PARÁ,EMBRAPA/IPAGRO,-1.2833,-47.9167,1980/01/01,1989/03/31,10,12.7,6,40.0
VILA SANTA LUZIA,00147015,2,31,CAPITÃO POÇO,PARÁ,EMBRAPA/IPAGRO,-1.7667,-47.0667,1980/01/01,1988/12/31,9,0.0,8,11.1
OUREM,00147016,2,31,OURÉM,PARÁ,ANA,-1.5517,-47.1172,1988/01/01,2019/08/31,32,2.7,26,18.8
TERRA ALTA,00147017,2,32,TERRA ALTA,PARÁ,ANA,-1.0386,-47.9133,1991/01/01,2019/07/31,29,0.7,27,6.9
SANTA MARIA DO PARÁ,00147018,2,32,SANTA MARIA DO PARÁ,PARÁ,ANA,-1.3569,-47.5742,1990/02/01,2019/05/31,30,4.8,17,43.3
NOVA TIMBOTEUA,00147019,2,32,NOVA TIMBOTEUA,PARÁ,ANA,-1.21111,-47.3864,1995/11/23,2019/08/31,25,0.5,22,12.0
BELÉM,00148001,2,31,BELÉM,PARÁ,EMBRAPA/IPAGRO,-1.45,-48.5,1961/01/01,2014/10/21,54,46.6,24,55.6
BELÉM,00148002,2,31,BELÉM,PARÁ,INMET,-1.435,-48.4378,1949/04/01,2019/06/30,71,3.6,59,16.9
SANTA ISABEL DO PARÁ,00148003,2,31,SANTA ISABEL DO PAR,PARÁ,ANA,-1.2964,-48.1708,1972/06/01,2019/07/31,48,1.0,28,41.7
BELÉM (VAL DE CÃES - SBBE),00148004,2,31,BELÉM,PARÁ,DEPV,-1.3833,-48.4667,1983/01/01,1985/12/31,3,0.1,2,33.3
SANTANA DO ARARI,00148006,2,19,PONTA DE PEDRAS,PARÁ,IDESP,-1.2,-48.7667,1971/02/20,1982/12/31,12,1.6,7,41.7
CARAPARU (PORTO DE MINAS),00148007,2,31,SANTA ISABEL DO PAR,PARÁ,ANA,-1.35,-48.1333,1966/03/16,1982/12/31,17,59.8,5,70.6
PONTA DE PEDRAS,00148008,2,19,PONTA DE PEDRAS,PARÁ,IDESP,-1.35,-48.7833,1977/01/01,1981/12/31,5,0.0,5,0.0
ACARÁ,00148009,2,31,ACARÁ,PARÁ,ANA,-1.9611,-48.2064,1980/08/17,2019/04/30,40,1.2,31,22.5
ABAETETUBA,00148010,2,31,ABAETETUBA,PARÁ,ANA,-1.7503,-48.8669,1980/10/18,2019/08/31,40,0.7,30,25.0
VILA DO CONDE,00148011,2,31,BARCARENA,PARÁ,ANA,-1.5656,-48.7669,1980/12/08,2019/08/31,40,4.4,22,45.0
MOSQUEIRO,00148012,2,31,BELÉM,PARÁ,ANA,-1.0942,-48.3986,1982/04/23,2019/07/31,38,1.4,30,21.1
CPATU,00148013,2,31,BELÉM,PARÁ,EMBRAPA/IPAGRO,-1.4667,-48.45,1980/01/01,1988/12/31,9,0.0,8,11.1
BUJARU,00148017,2,31,BUJARU,PARÁ,ANA,-1.5211,-48.0461,1994/11/25,2019/06/30,26,0.0,24,7.7
IGARAPÉ-MIRI,00148018,2,31,IGARAPÉ-MIRI,PARÁ,ANA,-1.9706,-48.9339,1995/07/15,2019/06/30,25,5.9,15,40.0
BELÉM 4º DISTRITO NAVAL,00148019,2,31,BELÉM,PARÁ,ANA,-1.4647,-48.5044,2006/11/01,2010/01/31,5,30.6,1,80.0
MUANÁ,00149000,2,19,MUANÁ,PARÁ,IDESP,-1.5,-49.2167,1972/04/02,2006/10/31,35,65.6,6,82.9
CURRALINHO,00149001,2,19,CURRALINHO,PARÁ,IDESP,-1.8167,-49.8167,1974/01/01,1982/12/31,9,0.3,7,22.2
SÃO SEBASTIÃO DA BOA VISTA,00149002,2,19,SÃO SEBASTIÃO DA BO,PARÁ,IDESP,-1.7167,-49.5167,1977/01/01,1982/12/31,6,0.0,6,0.0
OEIRAS DO PARÁ,00149003,2,19,OEIRAS DO PARÁ,PARÁ,ANA,-2.0019,-49.8636,1982/02/12,2019/10/31,38,0.6,24,36.8
JOANA COELI,00149004,2,19,CAMETÁ,PARÁ,ANA,-1.8975,-49.3817,1994/12/15,2019/06/30,26,1.1,13,50.0
SÃO SEBASTIÃO DA BOA VISTA,00149005,2,19,SÃO SEBASTIÃO DA BO,PARÁ,ANA,-1.7167,-49.5167,2004/11/13,2019/10/31,16,1.7,11,31.2
MUANÁ,00149006,2,19,MUANÁ,PARÁ,ANA,-1.5364,-49.2322,2004/05/01,2019/09/30,16,12.0,10,37.5
BREVES,00150001,2,19,BREVES,PARÁ,INMET,-1.68,-50.4781,1968/09/28,1998/11/30,31,22.8,7,77.4
SÃO MIGUEL DOS MACACOS,00150002,2,19,BREVES,PARÁ,IDESP,-1.1833,-50.4667,1970/05/01,1982/12/31,13,0.8,10,23.1
ANTÔNIO LEMOS,00150003,2,19,BREVES,PARÁ,ANA,-1.7917,-50.4347,1985/01/30,2019/09/30,35,4.9,24,31.4
JARILÂNDIA,00151000,2,19,ALENQUER,PARÁ,ANA,-1.1233,-51.9964,1980/08/19,2019/09/30,40,0.7,31,22.5
ACAMPAMENTO IBDF,00151001,2,19,PORTEL,PARÁ,ANA,-1.7922,-51.4344,1980/06/20,2019/09/30,40,1.3,35,12.5
AREIAS,00151002,2,19,MELGAÇO,PARÁ,ANA,-1.2131,-51.2622,1982/03/16,2019/09/30,38,2.4,28,26.3
CARRAZEDO,00151003,2,19,GURUPÁ,PARÁ,ANA,-1.5825,-51.9178,1989/08/27,2019/09/30,31,4.4,18,41.9
PORTO DE MOZ,00152000,2,18,PORTO DE MOZ,PARÁ,ANA,-1.7531,-52.24,1968/07/01,1976/11/30,9,3.5,4,55.6
PORTO DE MOZ,00152001,2,18,PORTO DE MOZ,PARÁ,INMET,-1.7333,-52.2333,1963/05/01,2014/06/30,52,6.6,31,40.4
PORTO DE MOZ,00152003,2,18,PORTO DE MOZ,PARÁ,DEPV,-1.75,-52.2333,1975/03/01,1998/11/30,24,46.5,0,100.0
RECREIO,00152004,2,18,ALMEIRIM,PARÁ,ANA,-1.2833,-52.9667,1982/03/15,1984/12/31,3,3.4,1,66.7
ALMEIRIM,00152005,2,18,ALMEIRIM,PARÁ,ANA,-1.5264,-52.5783,1982/03/23,2019/09/30,38,1.7,24,36.8
FAZENDA BELA VISTA,00152006,2,18,ALMEIRIM,PARÁ,ANA,-1.0819,-53.1575,1985/04/17,2019/09/30,35,7.6,21,40.0
PRAINHA,00153000,2,18,PRAINHA,PARÁ,ANA,-1.8011,-53.48,1980/10/18,2019/04/30,40,0.8,33,17.5
ARAPARI,00154000,2,18,MONTE ALEGRE,PARÁ,ANA,-1.7736,-54.3972,1972/05/30,2019/08/31,48,2.7,35,27.1
BOCA DO INFERNO,00154001,2,17,ALENQUER,PARÁ,ANA,-1.5,-54.8714,1975/06/09,2019/08/31,45,1.7,38,15.6
ALENQUER,00154002,2,17,ALENQUER,PARÁ,EMBRAPA/IPAGRO,-1.9333,-54.7667,1981/01/01,1984/12/31,4,0.0,4,0.0
ALENQUER,00154003,2,17,ALENQUER,PARÁ,ANA,-1.9428,-54.7392,1989/04/28,2019/04/30,31,3.5,20,35.5
ORIXIMINÁ,00155000,2,16,ORIXIMINÁ,PARÁ,ANA,-1.7597,-55.8614,1968/08/16,2019/08/31,52,5.5,32,38.5
ÓBIDOS,00155001,2,17,ÓBIDOS,PARÁ,INMET,-1.9014,-55.5186,1928/01/01,2002/07/31,75,22.3,41,45.3
VILA CURUA,00155002,2,17,ALENQUER,PARÁ,ANA,-1.88806,-55.1156,1994/05/02,2019/04/30,26,0.7,21,19.2
VISTA ALEGRE - CONJ 1,00156000,2,16,ORIXIMINÁ,PARÁ,ANA,-1.1014,-56.04,1977/10/10,2019/08/31,43,14.1,27,37.2
PORTO TROMBETAS,00156001,2,16,ORIXIMINÁ,PARÁ,CHM,-1.4583,-56.3833,1987/01/01,2007/07/31,21,73.3,4,81.0
PORTO TROMBETAS,00156002,2,16,ORIXIMINÁ,PARÁ,ANA,-1.4556,-56.4025,1999/08/20,2019/08/31,21,2.6,13,38.1
CACH DA PORTEIRA - CONJ 1,00157000,2,16,ORIXIMINÁ,PARÁ,ANA,-1.0875,-57.0469,1975/07/07,2019/08/31,45,9.5,28,37.8
MINERAÇÃO CAIMA,00157001,2,16,NHAMUNDÁ,AMAZONAS,ANA,-1.4378,-57.8275,1981/07/06,2019/08/31,39,44.8,13,66.7
PORTUGUÊS,00157002,2,16,FARO,PARÁ,ANA,-1.8683,-57.0506,1989/03/03,2019/08/31,31,5.9,14,54.8
BASE DA SIDERAMA,00158000,2,16,URUCARÁ,AMAZONAS,ANA,-1.6406,-58.5189,1974/07/25,2001/06/30,28,42.6,8,71.4
KATUEMA,00158001,2,16,URUCARÁ,AMAZONAS,ANA,-1.0333,-58.6833,1979/01/01,1982/12/31,4,41.9,0,100.0
RANCHO DO BARROSO,00158002,2,16,URUCARÁ,AMAZONAS,ANA,-1.6678,-58.5381,1993/02/27,1998/07/30,6,5.3,0,100.0
SÃO JOSÉ,00158003,2,16,URUCARÁ,AMAZONAS,ANA,-1.9328,-58.2558,2000/01/01,2019/08/31,20,1.7,15,25.0
BASE SIDERAMA - JUSANTE,00158004,2,16,URUCARÁ,AMAZONAS,ANA,-1.6833,-58.5333,2001/01/01,2019/08/31,19,6.0,11,42.1
BALBINA P-8 (UHE BALBINA),00159000,2,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-1.9381,-59.4833,1978/03/29,2016/11/30,39,35.1,10,74.4
POSTO ABONARI - FUNAI,00160000,2,16,PRESIDENTE FIGUEIRE,AMAZONAS,ANA,-1.2989,-60.3997,1977/05/29,2019/04/30,43,14.8,22,48.8
MOURA,00161000,2,14,BARCELOS,AMAZONAS,INMET,-1.45,-61.6333,1930/07/01,1946/11/30,17,46.6,2,88.2
AIRÃO,00161001,2,14,NOVO AIRÃO,AMAZONAS,ANA,-1.95,-61.3667,1975/12/01,1979/01/31,5,1.1,3,40.0
MOURA,00161002,2,14,BARCELOS,AMAZONAS,ANA,-1.4589,-61.6331,1979/01/21,2019/08/31,41,1.3,35,14.6
DEMOCRACIA,00161003,2,14,NOVO AIRÃO,AMAZONAS,ANA,-1.7333,-61.9167,1981/03/19,1983/01/31,3,1.6,1,66.7
SERINGALZINHO,00161004,2,14,NOVO AIRÃO,AMAZONAS,ANA,-1.8325,-61.5983,2005/09/17,2019/08/31,15,8.8,7,53.3
CARVOEIRO,00162000,2,14,BARCELOS,AMAZONAS,ANA,-1.3944,-61.9792,1977/12/24,2019/08/31,43,0.8,37,14.0
SÃO FRANCISCO,00162001,2,14,NOVO AIRÃO,AMAZONAS,ANA,-1.9833,-62.0667,1982/05/21,1984/07/31,3,16.9,0,100.0
UMANAPANA,00162002,2,14,BARCELOS,AMAZONAS,ANA,-1.8872,-62.4367,1982/01/01,2019/08/31,38,4.7,31,18.4
VISTA ALEGRE DO UNINI,00162003,2,14,BARCELOS,AMAZONAS,ANA,-1.7108,-62.8236,2003/09/28,2019/08/31,17,0.7,12,29.4
SÃO LAZARO,00163001,2,14,BARCELOS,AMAZONAS,ANA,-1.6922,-63.7869,1999/09/20,2003/03/31,5,1.7,2,60.0
MARAÃ,00165000,2,12,MARAÃ,AMAZONAS,ANA,-1.8611,-65.5906,1977/12/25,2019/10/31,43,1.6,29,32.6
MARAÃ (CELETRA),00165001,2,12,MARAÃ,AMAZONAS,OUTRAS,-1.0,-65.0,1979/10/01,1982/03/31,4,33.5,0,100.0
ACANAUI,00166000,2,12,JAPURÁ,AMAZONAS,ANA,-1.8211,-66.6,1973/07/09,2019/10/31,47,0.3,42,10.6
ROÇADO,00166001,2,14,SANTA IZABEL DO RIO,AMAZONAS,ANA,-1.27,-66.1908,2000/07/01,2019/02/10,20,3.5,13,35.0
MACUERU,00167000,2,12,JAPURÁ,AMAZONAS,ANA,-1.6333,-67.6667,1977/12/29,2001/03/31,25,11.6,13,48.0
MAMORI,00167001,2,12,JAPURÁ,AMAZONAS,ANA,-1.7319,-67.5786,2000/01/01,2019/10/31,20,9.7,2,90.0
MANGUEIRA,00168000,2,12,JAPURÁ,AMAZONAS,ANA,-1.7667,-68.8333,1982/06/29,1989/06/30,8,15.0,1,87.5
VILA BITTENCOURT,00169000,2,12,JAPURÁ,AMAZONAS,ANA,-1.3947,-69.4283,1977/12/28,2019/10/31,43,5.4,25,41.9
VILA BITTENCOURT (CELETRA),00169001,2,12,JAPURÁ,AMAZONAS,OUTRAS,-1.0,-69.0,1979/11/01,2005/12/31,27,92.7,1,96.3
MANGUEIRA,00169002,2,12,JAPURÁ,AMAZONAS,ANA,-1.7333,-69.1167,1989/07/21,2019/10/31,31,19.4,12,61.3
